id,annearn,occprest,sei,age,yearsed,gender,ln_earn,literacy,unemp,parented,Ethnicity,Language,Education
3.17E+10,15600,30,33,50,9,1,5.707110264748875,243.99126666666666,0,5.5,2,1,1
5.47E+10,13800,32,39,32,12,1,5.62040086571715,283.67643333333336,0,12,5,5,3
2.05E+10,20800,50,64,43,16,1,5.993961427306569,385.2024,0,15,5,5,5
3.21E+10,3520,19,30,33,12,1,5.420534999272286,188.08313333333334,0,6,1,5,3
7.55E+10,NA,29,25,40,0,0,5.510108159625244,82.49836666666667,0,6,1,5,1
3.33E+10,20400,38,44,30,14,1,5.988961416889864,295.0331,0,9.5,1,5,4
3.15E+10,18720,36,38,30,16,0,5.8888779583328805,332.35863333333333,0,10,1,5,5
3.22E+10,3400,40,31,41,12,1,4.61512051684126,256.41526666666664,0,8.5,1,5,3
7.33E+10,7800,46,38,37,13,1,5.043425116919247,185.39656666666667,0,4,2,1,3
5.62E+10,15600,29,32,32,10,0,5.707110264748875,216.7002,0,7.5,5,5,1
6.09E+10,NA,32,21,41,9,1,5.689482096843656,234.40546666666665,0,10.881832614165816,5,5,1
6.88E+10,6916,39,37,25,12,1,4.948759890378168,240.50493333333333,0,12.5,5,5,3
2.16E+10,31200,49,74,31,16,0,6.398594934535208,304.5996,0,15,4,5,5
1.07E+10,48360,69,74,46,14,1,6.836259277277067,288.625,0,12,5,2,4
5.53E+10,62400,66,73,58,13,1,7.0909098220799835,232.08626666666666,0,11,5,5,3
5.52E+10,20000,64,79,33,16,0,5.993961427306569,375.9024,0,15,5,1,5
5.09E+10,NA,42,26,54,12,1,NA,207.84166666666667,1,9,5,4,2
2.05E+10,10400,35,27,33,12,0,5.303304908059076,271.3731666666667,0,6,1,5,2
3.28E+10,10920,42,29,49,10,1,5.442417710521793,153.83613333333335,0,9,1,5,1
1.15E+10,3600,36,33,31,12,1,5.484796933490655,237.2705,0,7,1,5,3
3.08E+10,31200,66,73,39,16,1,6.398594934535208,357.7128333333333,0,13,5,5,5
3.05E+10,67600,59,73,47,14,0,7.170888478512505,369.07283333333334,0,12,5,5,4
5.08E+10,15600,44,51,39,16,0,5.932245187448011,287.7785666666667,0,12,5,5,5
8.06E+10,60008,53,87,51,18,1,7.051855622955894,381.82473333333337,0,12.5,5,5,6
7.61E+10,72800,51,64,42,13,0,7.244941546337007,341.1256333333333,0,12,5,5,3
6.09E+10,6000,47,55,40,12,1,5.303304908059076,329.8872666666667,0,12,5,5,3
4.20E+10,17472,22,37,44,13,1,5.796057750765372,265.69606666666664,0,11.007338424639547,2,1,3
5.11E+10,37960,56,64,48,12,0,6.594413459749778,292.7041,0,12.5,5,5,3
1.11E+10,36296,51,64,41,14,1,6.54965074223381,315.9997333333333,0,12,1,5,4
1.12E+10,36400,51,62,32,16,0,6.55250788703459,339.79223333333334,0,15,5,5,5
6.04E+10,26000,54,79,36,13,1,6.2166061010848646,265.8777,0,11.5,5,5,3
4.20E+10,10400,27,34,44,8,1,5.170483995038151,247.73046666666664,0,6,2,1,1
4.13E+10,9100,38,62,39,16,0,5.860786223465865,259.2837,0,10,2,1,5
6.71E+10,15340,40,37,50,14,1,5.713732805509369,284.6023666666667,0,14,5,5,4
4.03E+10,10760,28,17,33,13,1,5.3981627015177525,330.1406333333333,0,13,5,5,3
6.41E+10,7020,42,29,34,9,1,5.170483995038151,263.2507333333333,0,10,5,5,1
1.15E+10,31200,51,64,46,13,0,6.398594934535208,300.8531,0,10,5,5,3
5.15E+10,NA,17,21,35,12,1,NA,125.49856666666666,1,10.5,1,5,3
1.10E+10,20800,52,69,31,14,0,5.993961427306569,294.8175333333333,0,15,5,2,4
3.18E+10,23088,35,39,48,13,0,6.100318952020064,307.28253333333333,0,6,5,5,3
3.01E+10,6058,35,33,37,14,1,4.859812404361672,330.48136666666664,1,16,1,5,4
7.34E+10,6500,42,36,50,12,1,5.081404364984463,253.07576666666665,0,8,5,5,2
3.20E+10,23504,42,51,40,16,1,6.113682179832232,365.6553666666667,0,13,5,5,5
5.43E+10,NA,35,39,33,13,1,NA,337.9166666666667,1,12.5,5,4,3
6.83E+10,12480,34,34,27,12,0,5.484796933490655,339.57813333333337,0,10.5,5,5,3
6.03E+10,26000,60,61,40,16,1,6.2166061010848646,331.85693333333336,0,12,3,3,5
6.09E+10,8424,46,38,47,12,1,5.111987788356544,363.66493333333335,0,10,5,5,3
6.41E+10,45968,69,87,51,16,0,6.786716950605081,334.04200000000003,0,12.5,1,5,5
7.55E+10,14820,39,37,42,12,1,5.655991810819852,346.42973333333333,0,9,5,5,3
1.12E+10,1200,20,37,27,12,0,4.61512051684126,165.57046666666668,1,2,2,1,2
7.62E+10,2000,25,34,25,12,0,4.983606621708336,306.78256666666664,1,14,5,5,3
8.07E+10,41600,34,30,52,16,1,6.68586094706836,173.26659999999998,0,11.5,5,2,5
2.20E+10,13000,28,32,28,12,1,5.5254529391317835,274.14209999999997,0,10,2,5,3
2.09E+10,22568,60,61,55,16,1,6.075346031088684,345.1084,0,7,5,5,5
6.16E+10,6708,57,51,26,14,1,5.176149732573829,281.4633,0,11.5,5,5,4
2.09E+10,23400,44,37,58,12,1,6.111467339502679,347.76703333333336,0,8.658436626471307,5,2,3
1.05E+10,NA,50,47,51,12,0,NA,159.68086666666667,1,9,5,5,3
3.17E+10,NA,28,32,35,11,0,5.003212821324699,257.1385333333333,0,12,5,5,1
2.19E+10,15200,22,28,28,13,1,5.831882477283517,250.26656666666668,0,11,1,5,3
4.22E+10,55120,35,29,38,12,1,7.00397413672268,197.55073333333334,0,2,1,5,3
5.21E+10,26000,22,28,41,6,0,6.2166061010848646,239.04410000000001,0,3.951664281341317,5,5,1
7.32E+10,14040,35,38,41,16,1,5.638354669333745,258.72763333333336,0,12,5,5,5
4.01E+10,12000,41,31,40,16,1,5.484796933490655,319.21796666666665,0,13,5,5,5
3.32E+10,9360,30,28,47,6,0,5.214935757608986,130.95303333333334,0,0,2,1,1
3.07E+10,16120,29,33,34,11,1,5.7430031878094825,307.9148666666667,0,10,5,5,1
1.01E+10,50024,71,88,31,18,0,6.870053411798126,273.35173333333336,0,12,5,5,6
3.04E+10,36400,49,49,42,14,0,6.55250788703459,342.4055,0,12.5,5,5,4
6.12E+10,36400,24,40,44,16,1,6.55250788703459,339.98206666666664,0,15,5,5,5
5.06E+10,15600,66,80,34,18,1,5.707110264748875,330.49623333333335,0,2,5,2,6
8.01E+10,35360,36,39,29,14,1,6.523562306149512,272.6487666666667,0,12,5,5,4
7.34E+10,24024,66,73,42,13,1,6.139884552226255,285.63396666666665,0,12,1,5,3
3.13E+10,41600,42,37,35,14,1,6.68586094706836,244.05796666666666,0,14,1,5,4
7.69E+10,15600,42,47,28,12,1,5.707110264748875,321.0904,0,13,5,5,3
4.20E+10,2184,66,80,33,16,1,4.394449154672439,207.31186666666667,0,6.378518287009353,3,3,5
7.29E+10,NA,51,64,38,18,0,7.270535816363875,344.5768,0,13,5,5,6
2.10E+10,31200,53,80,32,18,0,6.398594934535208,302.3069,0,12,5,5,6
6.10E+10,41600,74,79,54,16,0,6.68586094706836,355.65316666666666,0,0,5,5,5
1.13E+10,91000,59,74,44,18,1,7.467942332285852,360.2093,0,13,5,5,6
8.43E+10,12800,49,54,28,18,1,6.313548046277095,365.9646,0,17,5,5,6
7.62E+10,9000,21,38,25,12,0,5.638354669333745,190.263,0,6,1,1,3
6.51E+10,19968,40,31,41,13,1,5.955837369464831,224.77493333333334,0,1,1,5,3
3.08E+10,NA,36,31,37,12,0,6.111467339502679,231.9593,0,9,5,5,2
3.23E+10,NA,17,29,43,13,0,NA,306.31893333333335,1,12,1,5,3
5.09E+10,72800,39,45,37,14,1,7.244941546337007,336.07096666666666,0,17,5,5,4
6.65E+10,62400,51,64,43,18,0,7.0909098220799835,359.4992666666667,0,13,5,5,6
6.12E+10,10400,44,35,57,8,1,5.081404364984463,243.53766666666667,0,11,2,5,1
4.08E+10,18480,40,53,36,12,1,5.8888779583328805,285.4856,0,18,2,1,2
5.41E+10,18200,39,34,43,12,0,5.860786223465865,164.6235,0,2,2,1,3
8.43E+10,5512,40,56,40,14,1,6.124683390894205,370.71823333333333,1,14.5,5,5,4
8.07E+10,72800,51,64,45,18,1,7.244941546337007,369.55826666666667,0,13.5,5,5,6
6.12E+10,18720,44,51,50,12,1,5.8888779583328805,256.0738666666667,0,12,5,5,2
8.53E+10,37960,37,49,40,12,0,6.593044534142437,253.44106666666667,0,16,5,5,3
7.34E+10,13200,41,66,26,14,0,5.752572638825633,363.9744333333333,0,15.5,5,5,4
1.15E+10,36400,51,38,39,16,0,6.55250788703459,299.2405,0,15,5,5,5
1.14E+10,37440,51,64,30,13,0,6.580639137284949,238.06730000000002,0,11.5,5,2,3
3.29E+10,31200,42,51,26,13,1,6.398594934535208,325.68463333333335,0,12,5,2,3
4.09E+10,4800,30,32,39,12,1,5.713732805509369,265.35316666666665,1,9.5,2,5,3
2.07E+10,46800,62,76,34,18,0,6.803505257608338,256.90003333333334,0,12,1,5,6
6.21E+10,50700,62,74,40,18,1,6.885509670034818,325.34616666666665,0,12,5,5,6
1.16E+10,24000,40,32,26,12,0,6.68586094706836,309.6433,1,12,1,5,2
1.20E+10,13832,35,29,52,12,1,5.58724865840025,282.87196666666665,0,13,5,5,3
2.15E+10,7800,65,64,28,12,1,5.017279836814924,284.29473333333334,0,12,5,5,3
5.06E+10,36400,46,51,41,9,0,6.55250788703459,310.2973666666667,0,9,5,2,1
5.51E+10,20400,47,38,26,12,1,5.993961427306569,347.7280333333333,0,12.5,5,5,3
3.25E+10,10400,28,32,39,12,1,5.303304908059076,325.6275,0,7,5,5,3
2.23E+10,33800,51,52,43,12,0,6.478509642208569,351.0843,0,8.5,5,5,2
3.21E+10,20800,51,49,34,12,0,5.991464547107982,285.20466666666664,0,8,5,2,3
6.45E+10,39000,34,26,40,13,0,6.621405651764134,312.2484333333333,0,12,5,5,3
2.21E+10,13000,30,37,46,18,1,5.5254529391317835,342.05240000000003,0,16,5,5,6
3.15E+10,44720,66,80,37,18,0,6.763884908562435,336.8099,0,14,5,5,6
3.06E+10,11000,31,27,53,14,1,5.5254529391317835,285.20386666666667,0,8,1,5,4
7.64E+10,11000,33,51,50,13,0,5.365976015021851,218.2549,0,6,5,2,3
7.62E+10,18928,40,41,29,11,0,5.902633333401366,217.3064,0,10,1,5,1
4.19E+10,NA,31,32,33,13,0,NA,253.5414,1,2,2,1,3
4.20E+10,13800,42,39,36,14,0,5.598421958998375,291.66863333333333,0,12.5,5,5,4
6.71E+10,22100,46,38,36,13,1,6.054439346269371,329.6929666666667,0,12.5,5,5,3
3.15E+10,5980,29,33,30,12,1,4.663439094112067,271.755,0,10,2,5,2
5.42E+10,17500,17,29,40,12,1,5.902633333401366,175.56676666666667,0,9,1,5,2
3.24E+10,1728,29,33,26,12,1,5.198497031265826,211.70636666666667,1,11,1,5,3
5.09E+10,31200,59,74,37,16,1,6.398594934535208,303.75626666666665,0,10.5,5,5,5
6.09E+10,28600,64,79,32,18,1,6.311734809152915,367.8235,0,12,5,5,6
6.21E+10,NA,47,55,46,13,0,NA,327.1712,1,11,5,5,3
3.09E+10,NA,44,51,52,12,1,5.927060374003465,249.70983333333334,0,6,5,5,3
2.04E+10,28600,42,32,28,13,0,6.311734809152915,306.1767,0,12,5,5,3
5.06E+10,6240,36,33,41,13,1,4.836281906951478,282.4023666666667,0,8.5,5,5,3
6.63E+10,52000,75,92,34,18,0,6.90875477931522,334.9884666666667,0,13.5,5,5,6
2.02E+10,3648,22,23,29,10,1,4.61512051684126,245.41126666666668,0,6,5,5,1
2.04E+10,41600,47,49,43,13,0,6.68586094706836,313.2761,0,13,5,5,3
3.13E+10,16320,34,49,31,18,1,5.739792912179234,303.96116666666666,0,12.5,1,5,6
3.27E+10,10400,28,33,45,12,1,5.278114659230517,258.9583666666667,0,10.5,5,5,3
3.12E+10,NA,42,29,25,16,1,6.635819783371005,289.7666666666667,0,17,5,5,5
7.29E+10,NA,54,66,25,18,1,6.789570022260778,324.0072666666667,0,18,5,1,6
6.09E+10,13000,44,51,40,12,1,5.5254529391317835,264.20163333333335,0,12,5,5,2
4.01E+10,10400,30,42,26,11,1,5.303304908059076,260.87103333333334,0,12,5,5,1
8.55E+10,28600,50,49,33,13,1,6.311734809152915,371.46996666666666,0,14,5,5,3
5.14E+10,33800,22,28,48,13,0,6.478509642208569,244.1646,0,9,5,5,3
8.08E+10,28600,63,76,44,16,1,6.311734809152915,290.0776333333333,0,9.5,3,5,5
3.20E+10,28600,57,79,39,16,1,6.311734809152915,386.3208333333333,0,17,5,5,5
7.29E+10,26936,66,80,25,16,1,6.236369590203704,279.92203333333333,0,12,5,5,5
2.02E+10,24024,44,42,49,13,0,6.137727054086234,302.4144,0,8,5,5,3
5.19E+10,21840,66,80,54,18,1,6.398594934535208,285.2155,1,13,5,5,6
5.17E+10,18200,22,28,46,12,1,5.860786223465865,292.79403333333335,0,1,1,5,3
3.33E+10,NA,57,61,31,18,1,7.294902642634218,327.103,0,14,5,5,6
7.28E+10,NA,30,29,49,9,0,NA,191.75383333333335,1,7,1,5,1
7.30E+10,11440,46,49,26,12,1,5.3981627015177525,270.65346666666665,0,15,5,5,2
4.19E+10,NA,25,25,30,12,1,NA,242.8682,1,1,1,5,3
4.11E+10,41600,45,51,43,16,0,6.68586094706836,370.25033333333334,0,13,5,5,5
6.12E+10,24024,64,87,43,14,1,6.1441856341256456,267.0308333333333,1,6,2,1,4
7.52E+10,19500,43,46,49,11,0,5.929589143389895,287.37063333333333,0,12.5,5,5,1
8.52E+10,8200,17,21,28,12,1,5.860786223465865,229.82103333333333,1,10.5,5,5,3
8.51E+10,26000,42,29,29,12,0,6.2166061010848646,301.08686666666665,0,14,5,5,3
7.33E+10,26000,31,29,41,12,0,6.2166061010848646,285.23373333333336,0,8.5,5,5,3
5.21E+10,31200,47,35,33,12,0,6.398594934535208,326.26826666666665,0,10.5,5,5,3
8.01E+10,6732,52,69,35,14,0,6.418364935936212,257.4674,0,13,5,5,4
6.12E+10,39000,60,63,34,18,0,6.621405651764134,385.86496666666665,0,15,5,5,6
6.86E+10,23400,46,38,31,16,1,6.111467339502679,382.65773333333334,0,12,5,5,5
8.13E+10,41600,66,73,44,16,1,6.68586094706836,375.138,0,16,5,5,5
5.41E+10,31631,29,29,26,12,0,6.418364935936212,242.3473,0,13,5,5,3
7.62E+10,9600,66,80,42,16,1,5.262690188904886,299.24733333333336,0,9,5,5,5
3.03E+10,26000,51,64,56,16,1,6.2166061010848646,278.02896666666663,0,3,3,4,5
3.04E+10,27820,71,88,38,16,1,6.284134161070802,248.1349,0,10.5,5,5,5
5.43E+10,31980,66,73,50,14,1,6.423246963533519,291.06926666666664,0,8,1,5,4
6.03E+10,5760,30,29,36,12,0,4.7535901911063645,219.37816666666666,0,14,4,5,3
3.07E+10,15400,35,32,36,11,0,5.6937321388027,302.16136666666665,0,13,5,5,1
3.21E+10,15600,42,29,33,12,1,5.707110264748875,286.88343333333336,0,10,5,5,3
5.41E+10,17100,34,34,49,14,0,5.802118375377063,203.7337,0,8,5,2,4
2.02E+10,NA,28,32,38,11,1,5.14505684334391,253.0636,1,12,1,5,1
3.29E+10,280,58,57,41,16,1,4.61512051684126,248.52586666666667,1,9.5,1,5,5
5.12E+10,44200,30,38,31,13,0,6.7464121285733745,279.5569,0,14,5,5,3
4.06E+10,31200,35,35,48,16,0,6.398594934535208,295.3466666666667,0,14,5,5,5
6.05E+10,62504,64,87,32,16,0,7.1316985104669115,337.1779666666667,0,12,5,2,5
6.86E+10,14976,23,28,49,13,0,5.666426688112432,338.8064,0,5,5,5,3
4.15E+10,2616,36,37,44,14,1,4.836281906951478,331.38446666666664,0,13,5,5,4
5.12E+10,10380,29,33,26,4,0,5.303304908059076,148.06043333333332,0,6,4,2,1
6.71E+10,26000,53,81,28,16,0,6.2166061010848646,315.0672,0,12,5,5,5
5.11E+10,48100,66,73,33,16,1,6.90875477931522,353.9961666666667,0,17,5,5,5
2.04E+10,33800,30,32,40,11,1,6.478509642208569,239.5111,0,10,1,5,1
7.53E+10,21008,30,34,31,12,1,6.003887067106539,193.98596666666668,0,14.434107445598261,1,5,3
7.34E+10,22308,47,38,59,16,0,6.066108090103747,258.66016666666667,0,8.5,1,5,5
3.19E+10,20176,42,54,51,14,0,6.55250788703459,295.3559333333333,0,10,5,5,4
7.61E+10,16900,39,41,32,13,1,5.739792912179234,282.25829999999996,0,13,5,5,3
1.03E+10,55120,75,92,46,18,0,6.9650803456014065,343.7006,0,13.5,5,5,6
8.15E+10,104000,71,88,39,16,0,7.601402334583733,369.7664666666667,0,13.5,5,5,5
4.06E+10,27300,38,31,44,13,0,6.398594934535208,260.1664666666667,0,7.5,5,5,3
3.32E+10,19760,68,65,43,16,0,5.942799375126701,314.24733333333336,0,10.5,5,5,5
4.16E+10,1248,36,31,48,6,0,2.1972245773362196,202.26333333333332,0,0,3,3,1
5.11E+10,8225,36,49,33,12,1,5.44673737166631,248.63043333333334,1,10.5,5,5,3
3.17E+10,24960,61,76,45,14,1,6.175867270105761,331.6293,0,7,1,5,4
6.51E+10,15496,44,63,38,14,0,5.69035945432406,290.4768666666667,0,12,5,5,4
4.06E+10,6040,49,62,38,16,1,6.55250788703459,303.51976666666667,0,14,5,5,5
5.17E+10,23036,61,76,29,16,0,6.104793232414985,359.49103333333335,0,12,5,2,5
6.11E+10,NA,44,51,43,14,1,6.079329043757081,293.71616666666665,0,12,1,5,4
7.63E+10,14820,31,28,54,8,1,5.652489180268651,261.8947333333333,0,0,1,4,1
8.07E+10,17420,28,31,28,12,1,6.2166061010848646,270.5611666666667,0,15,5,5,2
5.51E+10,12480,17,28,29,12,1,5.484796933490655,248.23406666666668,0,12,5,5,3
3.05E+10,21996,64,79,37,16,1,6.049733455231958,329.58006666666665,0,18,5,5,5
4.13E+10,21390,68,65,26,16,1,6.398594934535208,224.84703333333334,0,12,2,5,5
3.01E+10,48568,66,73,30,16,1,6.836259277277067,299.9497666666667,0,15.5,5,5,5
6.41E+10,22932,38,41,48,16,1,6.089044875446846,341.67106666666666,0,9.5,5,5,5
7.62E+10,11336,23,22,30,12,1,5.3471075307174685,194.0158,0,6,1,5,3
2.19E+10,33800,42,50,31,9,1,6.478509642208569,226.40716666666665,0,3.5,2,1,1
5.13E+10,33800,29,32,37,14,1,6.478509642208569,344.5239,0,15,5,5,4
8.02E+10,NA,22,37,34,13,0,NA,287.36653333333334,1,11,2,5,3
4.03E+10,16640,30,32,47,13,0,5.733341276897746,379.0801,0,9,5,2,3
4.07E+10,45968,51,70,57,14,1,6.785587645007929,272.71883333333335,0,3,5,2,4
2.11E+10,24640,31,33,43,13,0,6.2166061010848646,193.57946666666666,0,5,1,5,3
7.61E+10,NA,35,27,31,11,0,4.395299300377318,165.0067,0,5,1,5,1
6.05E+10,32708,51,49,30,12,1,6.447305862541213,336.08823333333333,0,18,5,5,3
7.63E+10,13000,29,32,35,16,1,5.53338948872752,317.31756666666666,0,17,5,5,5
1.02E+10,4160,23,22,33,14,1,5.303304908059076,349.91373333333337,1,14,5,5,4
7.29E+10,22360,49,54,25,14,0,6.023447592961033,344.72063333333335,0,12,5,5,4
7.62E+10,41600,36,49,38,13,0,6.68586094706836,284.16836666666666,0,10,5,5,3
3.01E+10,18512,32,51,59,14,1,5.8888779583328805,316.9035,0,14,1,5,4
5.11E+10,36400,56,72,40,14,1,6.55250788703459,358.19443333333334,0,13,5,5,4
8.44E+10,20800,46,38,29,13,1,5.993961427306569,229.02073333333334,0,4.5,2,1,3
1.20E+10,34008,36,49,53,13,0,6.483107351457199,337.10673333333335,0,12,5,5,3
8.11E+10,61984,51,45,53,14,0,7.244941546337007,331.50733333333335,0,11.846655534222734,5,5,4
3.15E+10,49504,42,62,41,18,0,6.8679744089702925,308.3645,0,8,1,5,6
6.67E+10,3600,30,32,51,12,0,5.707110264748875,260.60196666666667,1,9,5,5,3
4.04E+10,20800,74,84,38,16,0,5.993961427306569,351.35423333333335,0,15,5,5,5
7.56E+10,13000,35,28,49,9,0,5.5254529391317835,117.23653333333334,0,3,2,1,1
5.20E+10,5625,43,63,26,14,0,5.017279836814924,282.4337,0,14.5,5,5,4
2.21E+10,12116,22,28,51,13,0,5.455321115357702,295.59496666666666,0,12,5,5,3
3.27E+10,20800,47,49,35,12,0,5.993961427306569,281.72836666666666,0,12,1,5,2
8.41E+10,7392,36,33,31,13,0,6.68586094706836,247.5376,1,9.5,1,5,3
8.51E+10,39000,51,45,37,13,0,6.7464121285733745,330.2352,0,12.5,5,5,3
4.18E+10,8736,50,45,59,14,0,5.5254529391317835,338.7217,1,10.5,5,2,4
8.01E+10,NA,54,50,40,16,1,6.193500048929789,349.6761666666667,0,15,5,5,5
8.01E+10,17500,64,87,46,16,1,5.860786223465865,304.7801,0,14.5,3,4,5
4.02E+10,36920,30,31,34,14,1,6.566672429803241,333.1870333333334,0,15.5,5,5,4
3.03E+10,NA,37,44,42,13,1,5.813539342183393,281.042,0,6,2,1,3
4.19E+10,NA,25,32,29,12,0,NA,253.5414,1,1,2,1,2
3.16E+10,378,23,35,31,10,0,3.9318256327243257,219.28113333333332,1,7.5,1,5,1
2.09E+10,52000,75,92,37,18,0,6.90875477931522,354.2112666666667,1,12,5,5,6
8.01E+10,22984,45,38,30,14,0,6.093569770045136,277.2439,0,16,5,5,4
8.43E+10,20800,49,64,32,13,0,5.993961427306569,299.04043333333334,0,7.5,5,5,3
3.28E+10,6000,22,28,32,12,0,5.3981627015177525,259.19106666666664,1,7,5,5,3
2.09E+10,10400,30,32,26,12,0,5.303304908059076,248.19320000000002,0,12,1,5,2
4.21E+10,30836,49,64,28,16,1,6.3818160174060985,338.16756666666663,0,17,5,5,5
1.13E+10,34996,69,83,34,18,1,6.513230110912307,370.72526666666664,0,12,5,5,6
7.62E+10,40800,50,64,35,12,1,6.679599185844383,286.2495,0,13.5,5,5,3
8.56E+10,33800,30,32,35,14,1,6.478509642208569,307.5861,0,15,5,4,4
7.52E+10,23868,43,37,35,14,1,6.133398042996649,314.9312,0,12,5,5,4
2.05E+10,13676,40,37,40,13,1,5.598421958998375,279.9289,0,12,5,5,3
5.12E+10,NA,86,97,56,18,0,8.003336916660727,351.7909333333333,0,10,5,5,6
3.29E+10,13000,35,34,48,10,0,5.5254529391317835,192.0297,0,6,2,1,1
4.14E+10,23660,42,47,34,13,0,6.111467339502679,330.1906,0,12,5,5,3
6.65E+10,9415,52,69,32,14,0,5.8888779583328805,332.04386666666664,0,10.5,5,5,4
3.21E+10,15708,47,49,35,13,1,5.786897381366708,319.80046666666664,0,12.5,5,5,3
5.19E+10,31200,36,34,58,12,1,6.398594934535208,281.1578333333333,0,8,5,5,3
3.14E+10,36400,42,54,35,13,0,6.55250788703459,314.2839333333333,0,12,5,5,3
3.07E+10,9120,43,42,32,13,0,5.1647859739235145,222.89256666666668,0,10.5,5,5,3
2.18E+10,12740,37,35,52,9,0,5.497168225293202,237.89483333333334,0,8,1,5,1
4.13E+10,10640,32,39,39,12,1,5.351858133476067,196.12336666666667,0,8.579159167064882,1,5,3
4.02E+10,41600,46,46,35,12,0,6.68586094706836,367.26886666666667,0,10.5,4,5,3
5.12E+10,41000,43,38,34,11,0,6.71901315438526,297.6753,0,10,1,4,1
7.32E+10,9495,32,62,27,14,1,4.948759890378168,263.32026666666667,0,15,5,5,4
5.09E+10,39988,68,65,28,16,1,6.646390514847729,292.2421,0,14.5,5,2,5
8.07E+10,28600,47,38,26,16,1,6.311734809152915,329.1015,0,14,1,5,5
2.12E+10,31200,40,53,32,18,1,6.391917113392602,332.16353333333336,0,17,5,5,6
2.13E+10,31980,65,76,38,13,0,6.55250788703459,311.33236666666664,0,14.5,5,5,3
1.03E+10,11250,49,68,32,16,1,6.042632833682381,351.5369666666667,0,13,5,5,5
2.15E+10,35100,34,32,55,13,0,6.516193076042964,283.26576666666665,0,6.5,5,5,3
6.83E+10,48000,59,73,47,18,0,6.870053411798126,367.9329333333333,0,11,5,5,6
6.51E+10,52000,30,32,54,12,0,6.90875477931522,263.9152,0,9,5,5,3
5.42E+10,26104,73,84,31,13,1,6.2166061010848646,319.8048,0,10.5,5,5,3
7.34E+10,NA,29,31,32,5,0,5.613384975374636,111.34663333333333,0,3,2,1,1
5.42E+10,29900,64,79,33,16,1,6.3561076606958915,386.3208333333333,0,16,5,5,5
1.02E+10,31200,66,73,43,16,1,6.398594934535208,311.7531666666667,0,18,5,5,5
6.09E+10,28600,64,79,32,16,1,6.311734809152915,348.20913333333334,0,12,5,5,5
1.16E+10,73008,59,79,56,16,0,7.274479558773871,183.88426666666666,0,8,5,4,5
5.15E+10,24440,36,35,40,14,0,6.154858094016418,309.17083333333335,0,11,5,5,4
8.01E+10,2292,36,27,39,16,0,5.111987788356544,202.9199,0,12,1,5,5
1.07E+10,14300,38,30,35,12,1,5.60947179518496,236.72103333333334,0,8.376338756153498,1,5,3
7.52E+10,78000,60,73,52,14,0,7.313886831633462,286.95546666666667,0,14,5,5,4
6.67E+10,26000,45,66,41,12,0,6.2166061010848646,297.2133666666667,0,11,5,5,3
3.13E+10,44200,44,65,35,16,0,6.7464121285733745,307.98883333333333,0,10,5,5,5
6.47E+10,13104,41,31,38,7,0,5.5254529391317835,162.06923333333333,0,11,5,5,1
2.21E+10,33280,61,76,27,12,1,6.459904454377535,361.61923333333334,0,12,5,5,2
2.11E+10,11280,23,38,32,12,0,6.2166061010848646,193.7438,0,6,2,1,3
6.88E+10,39208,62,70,36,13,0,6.628041376179533,284.6826,0,10.5,2,1,3
3.14E+10,11700,36,29,32,12,0,5.313205979041787,207.02353333333335,0,12,1,5,3
4.20E+10,6812,32,36,44,13,1,5.081404364984463,282.8436,0,14,5,4,3
3.03E+10,26000,51,52,32,13,1,6.2166061010848646,290.69890000000004,0,11,5,2,3
3.24E+10,20400,47,38,33,13,0,6.054439346269371,302.19100000000003,0,12,2,5,3
5.09E+10,20800,28,44,57,12,0,5.993961427306569,241.19823333333332,0,10,2,1,2
8.01E+10,14400,22,23,46,16,0,5.707110264748875,317.72266666666667,0,18,5,5,5
3.10E+10,9750,32,39,47,8,1,5.017279836814924,222.08413333333334,0,2.6763722138496586,5,5,1
2.23E+10,NA,45,66,42,13,0,6.005046747345261,313.5964333333333,0,9.5,5,5,3
2.19E+10,11544,30,28,57,12,0,5.3471075307174685,246.53853333333333,0,11.702184874212879,2,1,3
2.24E+10,16796,23,28,30,16,1,5.780743515792329,287.38353333333333,0,12,5,5,5
2.25E+10,8400,33,34,37,12,0,5.777652323222656,266.6614666666667,1,10.5,5,5,3
7.32E+10,10400,33,51,25,16,1,5.429345628954441,293.44196666666664,0,15,5,5,5
3.32E+10,10270,25,34,36,9,1,5.303304908059076,232.8108,0,8,2,4,1
6.05E+10,260,37,33,40,12,1,5.707110264748875,334.5815666666667,1,8.5,5,5,2
1.09E+10,5005,50,37,37,12,1,4.795790545596741,200.51496666666668,0,9.877644033088991,2,1,2
6.63E+10,18200,50,52,34,12,1,5.860786223465865,298.35293333333334,0,10.5,5,5,3
4.01E+10,NA,64,85,30,16,0,5.569235622206434,324.5858666666667,0,15,5,2,5
5.54E+10,31200,64,79,45,18,1,6.398594934535208,330.82953333333336,0,12,5,5,6
3.05E+10,13312,64,79,39,16,1,5.552959584921617,329.58006666666665,0,14,5,5,5
2.03E+10,3520,28,29,30,8,0,4.07753744390572,167.20826666666667,0,12,5,5,1
3.32E+10,24804,48,44,48,16,0,6.16541785423142,295.3559333333333,0,10,1,5,5
5.12E+10,41600,49,64,39,13,0,6.933423025730715,376.1741666666667,0,12,5,5,3
6.61E+10,8000,32,39,57,12,1,5.081404364984463,284.7667,0,10.410513477113696,5,2,3
